City,Property Type,Bedrooms,Bathrooms,Square Footage,Address,Zip code,Price
Toronto,apartment,0-3,1.5,933,"250 Roehampton Avenue  - Toronto , ON",M4P 1K5,$2103 - $4000
Toronto,apartment,1,1,1015,"321 Chaplin Crescent  - Toronto , ON",M5N 1B4,$2315
Toronto,house,5,3.5,850,"82 Homewood Avenue  - Toronto , ON",M4X 1K2,$7595
Toronto,apartment,1,1,775,"36 Blue Jays Way  - Toronto , ON",M5V 1J6,$2400
Toronto,apartment,1.5-2,2,1109,"525 Adelaide Street West  - Toronto , ON",M5V 0N8,$2700 - $3200
Toronto,town-house,3,2.5,590,"17 Powerhouse Street  - Toronto , ON",M6H 3Z6,$4400
Toronto,apartment,1,1,670,"1410 Dupont Street  - Toronto , ON",M6H 3Z6,$2600
Toronto,apartment,2,2,500,"38 Joe Shuster Way  - Toronto , ON",M6K 0A5,$3550
Toronto,apartment,1-2,1,840,"20 Shallmar Boulevard  - Toronto , ON",M5N 2N1,$2315 - $2725
Toronto,apartment,0-3,2,575,"39 Niagara Street  - Toronto , ON",M5V 2P1,$2289 - $5082
Toronto,multi-unit,2,2,1324,"197 Hallam Street  - Toronto , ON",M6H 3G4,$3500
Toronto,multi-unit,2,2,674,"197 Hallam Street  - Toronto , ON",M6H 3G4,$3500
Toronto,apartment,0-1,1,700,"650 Parliament Street  - Toronto , ON",M4X 1G9,$1650 - $2150
Toronto,apartment,0-2,1,1170,"260 Wellesley Street East  - Toronto , ON",M4X 1P8,$1700 - $2650
Toronto,apartment,2,2,722,"121 Lower Sherbourne Street  - Toronto , ON",M5A 4M8,$2980
Toronto,apartment,2,1,562,"251 Jarvis Street  - Toronto , ON",M5A 4R6,$2950
Toronto,apartment,1,1,500,"38 Niagara Street  - Toronto , ON",M6J 2L5,$2545
Toronto,apartment,0-1,1,961,"2701 Eglinton Avenue West  - Toronto , ON",M6M 1T9,$1707 - $2460
Toronto,apartment,0-2,1,649,"1862 Bathurst Street  - Toronto , ON",M6C 2C2,$1908 - $2812
Toronto,apartment,1,1,629,"1660 Bathurst Street  - Toronto , ON",M6C 1W4,$1984 - $2053
Toronto,apartment,1-2,1,600,"1650 Bathurst Street  - Toronto , ON",M6C 4B3,$2250 - $2831
Toronto,apartment,1,1,1998,"1065 Eglinton Ave.  - Toronto , ON",M9R 3V7,$2362
Toronto,apartment,1,1,618,"28 Ted Rogers Way  - Toronto , ON",M4Y 2J4,$2450
Etobicoke,apartment,1,1,1592,"9 Crown Hill Place  - Etobicoke , ON",M8Y 1W5,$1900
Toronto,apartment,1,1,922,"3 Strathgowan Avenue  - Toronto , ON",M4P 2J5,$2206
Toronto,apartment,0-1,1,550,"510 Dawes Road  - Toronto , ON",M4B 2E6,$1899 - $2099
Toronto,apartment,2,2.5,966,"1900 Bayview Avenue  - Toronto , ON",M4G 0A6,$4200
Toronto,apartment,1.5,1,618,"83 Redpath Ave  - Toronto , ON",M4P 1G4,$2795
Toronto,apartment,1.5,2,411,"49 East Liberty Street  - Toronto , ON",M6K 3P8,$2600
Toronto,apartment,0-2,1,804,"70 Spadina Road  - Toronto , ON",M5T 2E9,$1949 - $3568
Toronto,apartment,1,1,297,"66 Spadina Road  - Toronto , ON",M5R 2X3,$2660 - $2718
Toronto,apartment,0-1,1,786,"320, 326, 330, 340, 342 Avenue Road  - Toronto , ON",M4V 2J1,$1917 - $2694
Toronto,apartment,1,1,607,"2300 St Clair Avenue West  - Toronto , ON",Postal code not found,$2195
Toronto,apartment,1-2,2,482,"763 Woodbine Ave.  - Toronto , ON",M4L 2C2,$2365 - $3590
East York,apartment,1,1,621,"100 Gamble Ave  - East York , ON",M4K 3W3,$2200
City not found,apartment,0-2,1,640,"110-120 Jameson Avenue  - Toronto , ON",M6K 2X5,$1895 - $2795
Scarborough,apartment,1-2,1,586,"30 Denton Ave  - Scarborough , ON",M1L 3E4,$2125 - $2825
Toronto,apartment,1-3,1,614,"2575 Danforth Avenue  - Toronto , ON",M4C 1L7,$2150 - $3200
Toronto,apartment,2,1,964,"2, 6, 7, 8 Park Vista  - Toronto , ON",Postal code not found,$2710
Toronto,apartment,0-2,1,650,"1 Oriole Road  - Toronto , ON",M4V 1N5,$2000 - $2685
Toronto,apartment,0-1,1,878,"2527 Lake Shore Blvd West  - Toronto , ON",M8V 2T2,$1715 - $2295
Toronto,apartment,1,1,1010,"1004 Lawrence Avenue East  - Toronto , ON",M3C 1X6,$2290
Toronto,apartment,0-1,1,535,"2928 Yonge Street  - Toronto , ON",M4N 3R8,$1890 - $2295
Etobicoke,apartment,1,1,603,"33 Shore Breeze Drive  - Etobicoke , ON",M8V 1A2,$2295
Toronto,apartment,1-2,1,935,"31 Phipps Street  - Toronto , ON",M5S 2S3,$2635 - $3945
Toronto,apartment,1.5,1,410,"8 Eglinton Avenue Eas  - Toronto , ON",Postal code not found,$2445
Toronto,apartment,1,1.5,600,"75 Portland Street, Toronto,  - Toronto , ON",M5V 2M9,$8995
Toronto,apartment,1,1,650,"2040 Eglinton Avenue West  - Toronto , ON",M6E 2K3,$2346 - $2416
Toronto,apartment,1,1,375,"18 Concorde Place  - Toronto , ON",M3C 1J3,$2195
Toronto,apartment,2,1,735,"460 Eglinton Avenue East  - Toronto , ON",M4P 2N1,$2620
Toronto,apartment,0-2,2,685,"2 Clarendon Ave  - Toronto , ON",M4V 2J1,$2395 - $5395
Toronto,apartment,0-1,1,795,"11 Walmer Rd  - Toronto , ON",M5S 1X1,$2250 - $2695
Toronto,apartment,0-1,1,600,"33 Isabella St  - Toronto , ON",M4Y 1N3,$1895 - $2350
Etobicoke,apartment,1,1,685,"165 Legion Road North  - Etobicoke , ON",M8Y 1G4,$2095
Toronto,apartment,1,1,638,"153 Ranleigh Avenue  - Toronto , ON",M4N 1X2,$2026 - $2395
Toronto,apartment,0-2,1,798,"200 Ridley Boulevard  - Toronto , ON",M5M 3A3,$2116 - $2902
Toronto,apartment,1,1,485,"12 &amp; 14 Rusholme Drive  - Toronto , ON",M6J 1Y5,$2579
Toronto,apartment,1,1,700,"619 Woodbine Avenue  - Toronto , ON",M4L 2C2,$2152 - $2317
Toronto,apartment,1,1,640,"2903 St Clair Avenue East  - Toronto , ON",M4B 2J0,$1999
Toronto,apartment,1-3,1,608,"7 Jackes Avenue  - Toronto , ON",M4T 1X3,$2145 - $6995
Toronto,apartment,0-1,1,447,"550 Jarvis Street  - Toronto , ON",M4Y 2Y5,$1850 - $2200
Toronto,apartment,0-3.5,2.5,865,"71 Redpath Ave  - Toronto , ON",M4P 1G4,$2410 - $8250
Toronto,apartment,0-1,1,597,"100 Roehampton Avenue  - Toronto , ON",M4P 2C9,$1650 - $2400
Toronto,apartment,1-2,2,3037,"77 &amp; 99 Gerrard Street West  - Toronto , ON",M5G 2C4,$2500 - $4200
Toronto,apartment,0-1,1,623,"1 Homewood Avenue  - Toronto , ON",M4X 1K2,$1949 - $2299
Toronto,apartment,0-1,1,900,"100 Unity Road  - Toronto , ON",M4J 5B2,$1350 - $1450
Toronto,apartment,1,1,966,"31 Tichester Road  - Toronto , ON",M5P 1P3,$1499
North York,apartment,1-2,1,911,"1440 Lawrence Avenue West  - North York , ON",M6M 4A2,$1850 - $2650
Toronto,apartment,1,1,2416,"2700 Bathurst Street  - Toronto , ON",M6B 2Y8,$2195
City not found,apartment,0-2,1,387,"1401-1407 Dupont Street  - Toronto , ON",M6G 1Z4,$1650 - $2400
Toronto,apartment,0,1,2351,"2893 &amp; 2897 St. Clair Ave. E  - Toronto , ON",M4T 3A4,$1903
East York,apartment,1-2,1,1250,"130 Gowan Ave.  - East York , ON",M4K 2E4,$2454 - $2933
Toronto,apartment,0,1,960,"2367 Queen St. E  - Toronto , ON",M4E 1G1,$1999
Toronto,apartment,0-2,1,1009,"414 Jarvis Street  - Toronto , ON",M4Y 3C1,$1800 - $2900
Toronto,apartment,1-2,1,614,"2895 Bathurst Street  - Toronto , ON",M6B 3B1,$2450 - $2800
Toronto,apartment,2,1,986,"4 Hill Heights Road  - Toronto , ON",M8Y 4B6,$2300
Toronto,apartment,0-2,1,740,"2507 &amp; 2515 Eglinton Avenue West  - Toronto , ON",Postal code not found,$1550 - $2550
Toronto,apartment,1-2,1,473,"7 Walmer Rd  - Toronto , ON",M5S 1X1,$2649 - $3269
Toronto,apartment,1,1,669,"40 Gerrard St. E  - Toronto , ON",M5B 1G7,$2349 - $2449
Toronto,apartment,1,1,650,"625 Roselawn Ave  - Toronto , ON",M5N 2M6,$2115
Scarborough,apartment,0,1,595,"50 Burnhill Rd.  - Scarborough , ON",Postal code not found,$2227
Toronto,apartment,1,1,500,"620 Northcliffe Boulevard  - Toronto , ON",M6E 3G9,$2339
City not found,apartment,1,1,460,"2402-2406 Queen St. E  - Toronto , ON",M4M 1G3,$2299
East York,apartment,1,1,649,"260 Gamble Ave.  - East York , ON",M4J 2P4,$2574
Toronto,apartment,1,1,903,"501 Mount Pleasant Road  - Toronto , ON",M4S 2M2,$2000
Toronto,apartment,0-2,1,800,"155 Balliol Street  - Toronto , ON",M4S 3C4,$2100 - $3200
Toronto,apartment,1-2,2,924,"65 Lillian Street  - Toronto , ON",M4S 0B7,$2705 - $3355
Toronto,apartment,1-3,2,900,"55 Gerrard St W  - Toronto , ON",M5G 2J9,$3407 - $4489
East York,apartment,1,1,715,"150 Cosburn Ave  - East York , ON",M4K 3W3,$2025
Scarborough,apartment,1-2,1,1477,"30 Burnhill Rd  - Scarborough , ON",Postal code not found,$1950 - $2400
Toronto,apartment,1-3,2,750,"25 Nicholas Avenue  - Toronto , ON",M5A 0M9,$2600 - $4300
Toronto,apartment,0-2,1,1100,"1101 Bay Street  - Toronto , ON",M4W 1A5,$2295 - $3595
Toronto,apartment,1,1,950,"2892 St. Clair Ave. E  - Toronto , ON",M4B 2J0,$2149
East York,apartment,0-1,1,1300,"100 Cosburn Ave.  - East York , ON",M4K 3W2,$2034 - $2527
Toronto,apartment,1,1,700,"300 Eglinton Avenue East  - Toronto , ON",M4P 3B7,$2500
East York,apartment,1-2,1,890,"71 Thorncliffe Park Dr.  - East York , ON",M4H 1J6,$2453 - $3072
Toronto,apartment,1,1,1400,"80 Gowan Avenue  - Toronto , ON",M4K 2E4,$2249
Toronto,apartment,1,1,700,"391 Sherbourne St  - Toronto , ON",M5A 2S3,$1999
Toronto,apartment,1,1,380,"107 Redpath Ave  - Toronto , ON",M4P 1G4,$2399
Toronto,apartment,0,1,811,"608 Church St  - Toronto , ON",M4Y 2C7,$2099
Toronto,apartment,2,1,130,"200 Dufferin Street  - Toronto , ON",M6K 1G4,$2919
City not found,apartment,0-2,1,750,"2350 - 2360 Dundas Street West  - Toronto , ON",Postal code not found,$1939 - $2859
Toronto,apartment,1,1,700,"156 Kingston Road  - Toronto , ON",M4L 1P3,$2100
Toronto,apartment,0-1,1,600,"110 Unity Road  - Toronto , ON",M4J 5B2,$1350 - $1450
Toronto,apartment,1,1,500,"680 Roselawn Ave.  - Toronto , ON",M5N 2N1,$2170
Toronto,apartment,1-2,1,480,"77 Erskine Avenue  - Toronto , ON",M4P 1Y5,$2000 - $2900
Toronto,apartment,1-1.5,1,900,"50 Portland Street  - Toronto , ON",M5V 2M9,$2479 - $2905
Toronto,apartment,0-1,1,900,"165 Cosburn Avenue  - Toronto , ON",M4K 3W3,$1750 - $2150
Toronto,apartment,1,1,900,"68 Hillside Dr.  - Toronto , ON",M4K 2T3,$2327
Toronto,apartment,0-1,1,800,"200 Jameson Ave  - Toronto , ON",M6K 1M4,$2100 - $2300
Toronto,apartment,0-3,2.5,700,"50 High Park Avenue  - Toronto , ON",Postal code not found,$2166 - $6074
Toronto,apartment,0-2,1,850,"569 Broadview Avenue  - Toronto , ON",M4M 2B5,$2159 - $3079
Toronto,apartment,0-2,1,700,"2837 Yonge Street  - Toronto , ON",M4N 2K7,$1839 - $2679
Toronto,apartment,1,1,738,"221 Sterling Road  - Toronto , ON",M6P 4H5,$2600
Toronto,apartment,1,1,1000,"205 Cosburn Avenue  - Toronto , ON",M4J 2P4,$2100
Toronto,apartment,2,1,717,"90 Adelaide St. East  - Toronto , ON",M5C 2T6,$2575
Toronto,apartment,1-2,1,450,"221 &amp; 265 Balliol Street  - Toronto , ON",M4S 3C4,$2475 - $2850
City not found,apartment,1,1,2600,"30-50 Hillsboro Avenue  - Toronto , ON",M5R 1R1,$2699
Toronto,apartment,1,1,600,"100 Gowan Avenue  - Toronto , ON",M4K 2E4,$2349 - $2389
Etobicoke,apartment,0,1,855,"2335 Lake Shore Blvd West  - Etobicoke , ON",M8V 4A2,$1750
Toronto,apartment,1,1,1450,"196 Eglinton Avenue East  - Toronto , ON",M4P 1J4,$1950
City not found,apartment,1-1.5,1,750,"34-42 Maitland Street  - Toronto , ON",M4Y 2G8,$2199 - $2699
Toronto,apartment,1-2,1,3500,"100 Goodwood Park Court  - Toronto , ON",M4C 5M8,$1950 - $2900
Toronto,apartment,1,1,900,"812 Lansdowne Avenue  - Toronto , ON",M6H 3Z6,$2400
Toronto,apartment,3.5,2.5,750,"55 Charles St W  - Toronto , ON",M4W 1A5,$7000
City not found,apartment,1,1,930,"3110-3112 Yonge St  - Toronto , ON",M4Y 1X4,$2200
Toronto,apartment,1,1,850,"41 &amp; 45 Lorindale Ave  - Toronto , ON",M4N 3N1,$2400
Toronto,apartment,1,1,900,"125 Lawton Blvd  - Toronto , ON",M4T 2S9,$2339 - $2369
Toronto,apartment,2,2,788,"109 Vaughan Road  - Toronto , ON",M6C 4B3,$3400 - $3500
Toronto,apartment,1-2,1,788,"111 Raglan Avenue  - Toronto , ON",M6C 4B3,$2100 - $2600
Toronto,apartment,0-2,2,1000,"252 Victoria Street  - Toronto , ON",M5B 1T8,$2000 - $3350
City not found,apartment,3.5,1,530,"164-168 Grange Avenue  - Toronto , ON",M5T 1G4,$2900
Toronto,apartment,1-3,1,800,"7 Jackes Avenue  - Toronto , ON",M4T 1X3,$2644 - $7564
Toronto,apartment,2-3,2,869,"131 Bloor Street West  - Toronto , ON",M5S 1S3,$3800 - $7355
Toronto,apartment,0,1,1000,"4 Latimer Avenue  - Toronto , ON",M5N 1B4,$1929 - $1959
East York,apartment,2-3,1,1500,"165 &amp; 195 Barrington Ave  - East York , ON",Postal code not found,$2500 - $2950
Toronto,apartment,1-3,3.5,880,"85 &amp; 95 Thorncliffe Park Drive  - Toronto , ON",M4H 1H1,$2407 - $5877
Toronto,apartment,2,2,955,"925 Bay Street  - Toronto , ON",M5S 2S3,$4150 - $4399
East York,apartment,1,1,617,"20 &amp; 72 Gamble Ave  - East York , ON",M4K 2T3,$2100
East York,apartment,0-2,1,650,"9 Crescent Pl  - East York , ON",M4C 5M9,$1769 - $2603
Toronto,apartment,1-2,2,508,"88 Bloor St. E  - Toronto , ON",M4W 1J4,$2449 - $3599
Toronto,apartment,2,1,1050,"268 Poplar Plains Rd  - Toronto , ON",M4V 2J1,$2600
Toronto,apartment,1,1,700,"111 Oriole Parkway  - Toronto , ON",M5P 1A4,$2300
Toronto,apartment,2.5,2,720,"59 East Liberty Street  - Toronto , ON",M6K 3P8,$3975
Toronto,apartment,1,1,500,"3459 Bathurst Street  - Toronto , ON",M6A 2C7,$1999
Toronto,apartment,0-2,1,600,"145 St. George Street  - Toronto , ON",M5R 2M7,$1310 - $2325
Toronto,apartment,0-1,1,650,"10 Walmer Road  - Toronto , ON",M5S 1X1,$1700 - $1850
Toronto,apartment,1,1,700,"3000 Dufferin Street  - Toronto , ON",M6B 3T4,$2049
Toronto,apartment,1,1,450,"60 Gloucester Street  - Toronto , ON",M4Y 1Z8,$2900
Toronto,apartment,1,1,1100,"169 St. George Street  - Toronto , ON",M5R 2N5,$2600
Toronto,apartment,0,1,2200,"151 St George  - Toronto , ON",M5R 2M7,$2200
Toronto,apartment,1-1.5,1,520,"66 Isabella Street  - Toronto , ON",M4Y 1N3,$2050 - $2395
Toronto,apartment,1-2,1,659,"45 Lisgar Street  - Toronto , ON",M6J 3S7,$2200 - $2900
Toronto,apartment,1,1,600,"55 Lisgar Street  - Toronto , ON",M6J 3S7,$2275
Toronto,apartment,1,1,550,"276 St. Clair Avenue West  - Toronto , ON",M4V 1P7,$2200
Toronto,apartment,0,1,1102,"236 Vaughan Road  - Toronto , ON",M6C 4B3,$1845
Toronto,apartment,0,1,700,"481 Vaughan Road  - Toronto , ON",M6C 2R1,$1720
Toronto,apartment,0-1,1,700,"545 Sherbourne Street  - Toronto , ON",M4Y 1J2,$1975 - $2300
Toronto,apartment,0,1,500,"555 Sherbourne Street  - Toronto , ON",M4Y 1V5,$1925
Toronto,apartment,0-3,1,400,"565 Sherbourne Street  - Toronto , ON",M4X 1W7,$1950 - $3250
Toronto,apartment,1.5,1,1200,"66 Isabella Street  - Toronto , ON",M4Y 1N3,$2500
Toronto,apartment,1-2,2,575,"310 &amp; 320 Tweedsmuir Avenue  - Toronto , ON",M5P 2X7,$2565 - $3699
Toronto,apartment,2-3,2,580,"561 Sherbourne Street  - Toronto , ON",M4Y 1V5,$2700 - $4000
Toronto,apartment,1-2.5,2,540,"515 Rosewell Avenue  - Toronto , ON",M5M 3X3,$2595 - $3395
Toronto,apartment,1-3,2,700,"390 Dawes Road  - Toronto , ON",M4B 2E6,$0 - $2045
Toronto,apartment,2,1,580,"7 Rochefort Drive  - Toronto , ON",M3C 1T3,$1900
Toronto,apartment,0-1,1,610,"117 Old Forest Hill Road  - Toronto , ON",M5N 1B9,$1550 - $1750
Toronto,apartment,1,1,600,"44 Thorncliffe Park Drive  - Toronto , ON",M4H 1J6,$1850
Toronto,apartment,1,1,1200,"589 Vaughan Road  - Toronto , ON",M6C 2R1,$1400
Toronto,condo,2,2,1300,"80 Carr Street  - Toronto , ON",M6J 2E8,$3900
York,condo,2,2,1300,"840 Saint Clair Avenue West  - York , ON",Postal code not found,$3200
Toronto,apartment,1.5,1,710,"844 Dundas Street West  - Toronto , ON",M6J 1W1,$2600
Toronto,condo,1.5,1,575,"330 Adelaide Street East  - Toronto , ON",M5C 2T6,$2850
Toronto,house,3,1,650,"23 Bonnie Brae Boulevard  - Toronto , ON",M4J 1Y3,$3600
Toronto,condo,1.5,0.5,600,"151 Avenue Road  - Toronto , ON",M4V 2J1,$3500
Toronto,condo,2,2,1700,"170 Avenue Road  - Toronto , ON",M4V 2J1,$4600
Toronto,condo,2,2,532,"200 Bloor Street West  - Toronto , ON",M5C 1S8,$4800
Toronto,condo,2,2,1500,"88 Cumberland Street  - Toronto , ON",M5R 2A7,$550
Toronto,house,2,2.5,850,"239 Quebec Avenue  - Toronto , ON",Postal code not found,$6000
Toronto,apartment,1,1,1400,"70 Delisle Avenue  - Toronto , ON",M4T 2S9,$2349
Toronto,multi-unit,1.5,1,600,"79 Bristol Avenue  - Toronto , ON",M6H 4C7,$2700
Toronto,apartment,2,1,600,"118 Crescent Road  - Toronto , ON",M4W 1R1,$4995
Toronto,condo,1.5,1,990,"10 Park Lawn Road  - Toronto , ON",M8V 0J2,$2300
Toronto,condo,0.5,1,1000,"88 Harbour Street  - Toronto , ON",M5J 0B5,$2000
Toronto,apartment,1,1,410,"335 Lonsdale Road  - Toronto , ON",M5P 2W3,$1600
Toronto,private-room,1,1,800,"70 Pembroke Street  - Toronto , ON",M5A 1Z9,$980
Toronto,duplex,2,1,600,"820 Pape Avenue  - Toronto , ON",M4K 3T6,$2600
Toronto,condo,1,1,630,"70 Roehampton Avenue  - Toronto , ON",M4P 2C9,$2200
Toronto,condo,1.5,1,699,"36 Lisgar Street  - Toronto , ON",M6J 3S7,$2250
Toronto,condo,1,1,1120,"65 East Liberty Street  - Toronto , ON",M6K 3P8,$1950
Toronto,private-room,1,1,520,"Burnside Drive  - Toronto , ON",M5R 3E6,$1050
Toronto,condo,1,1,700,"19 Western Battery Road  - Toronto , ON",M6K 3R9,$2400
Toronto,condo,2,2,1000,"125 Redpath Avenue  - Toronto , ON",M4P 1G4,$3200
Toronto,condo,2,2,462,"1 Bloor Street East  - Toronto , ON",M4W 1A9,$3400
Toronto,condo,2,2,475,"200 Sackville Street  - Toronto , ON",M5A 3E7,$3000
Toronto,condo,2,2,500,"55 Bremner Boulevard  - Toronto , ON",M5J 2V5,$3300
Toronto,condo,1.5,1,515,"56 Annie Craig Drive  - Toronto , ON",M8V 1A2,$2600
Toronto,apartment,2,1,400,"1637 Gerrard Street East  - Toronto , ON",M4L 3C6,$3500
Toronto,condo,2,1,550,"38 Joe Shuster Way  - Toronto , ON",M6K 0A5,$2950
Toronto,condo,2,2,800,"138 Downes Street  - Toronto , ON",M5E 1Z2,$3500
Toronto,house,2,2,1200,"95 Wolseley Street  - Toronto , ON",M5T 1A4,$2700
Toronto,condo,2,2,500,"150 Logan Avenue  - Toronto , ON",M4M 1J5,$3150
Toronto,condo,1,1,520,"39 Brant Street  - Toronto , ON",M5V 3N1,$2500
Toronto,town-house,3.5,3,500,"86 Woodbine Avenue  - Toronto , ON",M4L 3R3,$6000
Toronto,condo,2,2,700,"2369 Danforth Avenue  - Toronto , ON",M4C 1L1,$3400
Toronto,condo,1,1,1200,"20 Gladstone Avenue  - Toronto , ON",M6J 1H8,$2875
Toronto,house,3,2,1000,"16 Minto Street  - Toronto , ON",M9L 1A2,$3500
Toronto,apartment,4,1,750,"11 Nairn Avenue  - Toronto , ON",M6E 1C2,$3400
Toronto,private-room,1,1,600,"Concord Avenue  - Toronto , ON",M6G 3T5,$1200
Toronto,condo,2,2,800,"75 Dalhousie Street  - Toronto , ON",M5B 1B2,$3750
Toronto,house,4,3,590,"25 Ashdale Avenue  - Toronto , ON",M4L 1Z6,$5600
Toronto,apartment,2,2,560,"28 Linden Street  - Toronto , ON",M4Y 0A4,$3700
Toronto,apartment,1,1,3000,"335 Palmerston Boulevard  - Toronto , ON",K4A 1W9,$3490
Toronto,condo,2.5,2,1850,"25 Capreol Court  - Toronto , ON",M5V 4B3,$4500
Toronto,apartment,2,1,2500,"26 Gifford Street  - Toronto , ON",M5A 2J1,$2500
Toronto,condo,2,2,850,"900 Saint Clair Avenue West  - Toronto , ON",Postal code not found,$3400
Toronto,apartment,0-2,1,704,"Jameson Avenue  - Toronto , ON",M6K 1M4,$1750 - $2595
Toronto,apartment,0-2,1,661,"120 Jameson Avenue  - Toronto , ON",M6K 2X5,$1750 - $2595
Toronto,house,2,1,1700,"25 Ashdale Avenue  - Toronto , ON",M4L 1Z6,$2700
Etobicoke,condo,1,1,799,"88 Palace Pier Court  - Etobicoke , ON",M6S 5B5,$2995
Toronto,condo,1-3,2,457,"48 Power Street  - Toronto , ON",M5A 2Z2,$2350 - $4200
Toronto,condo,2,1,500,"15 Queens Quay East  - Toronto , ON",M5E 1E5,$5000
Toronto,bachelor,1,1,169,"286 Perth Avenue  - Toronto , ON",Postal code not found,$1800
Toronto,apartment,2,1,520,"580 Christie Street  - Toronto , ON",M6C 1A7,$2790
Etobicoke,condo,1.5,2,900,"2200 Lake Shore Boulevard West  - Etobicoke , ON",M8V 0J2,$2750
Toronto,condo,2,2,790,"21 Widmer Street  - Toronto , ON",M5V 1J9,$4000
Toronto,condo,1-3,3,721,"150 Redpath Avenue  - Toronto , ON",M4P 1G4,$2300 - $4000
Toronto,apartment,3,2,599,"20 Glen Gordon Road  - Toronto , ON",Postal code not found,$5600
Toronto,condo,3,2,900,"68 Abell Street  - Toronto , ON",M6J 0A9,$4100
Toronto,condo,2.5,2,560,"39 Sherbourne Street  - Toronto , ON",M4X 1W4,$3700
Toronto,condo,1.5,1,599,"1 Yorkville Avenue  - Toronto , ON",M4W 1L1,$2750
Toronto,apartment,2,1,606,"28 Strathgowan Avenue  - Toronto , ON",M4P 2J5,$3300
Toronto,apartment,2,1,900,"40 Gerrard Street East  - Toronto , ON",M5B 1G7,$2289
Toronto,condo,1.5,1,1000,"20 Edward Street  - Toronto , ON",M5B 1R7,$3200
Toronto,condo,2,2,1200,"86 Gerrard Street East  - Toronto , ON",M5B 2J1,$3850
Toronto,basement,2,2,600,"57 Winnett Avenue  - Toronto , ON",M6C 3N9,$2200
Toronto,condo,2,1,650,"270 Dufferin Street  - Toronto , ON",M6K 1G4,$3200
Toronto,condo,1.5,1,499,"270 Dufferin Street  - Toronto , ON",M6K 1G4,$2650
Toronto,condo,1,1,530,"230 King Street East  - Toronto , ON",M5E 1K3,$2250
Toronto,basement,1,1,550,"323 Indian Road  - Toronto , ON",Postal code not found,$1650
Toronto,apartment,1,1,550,"821 Carlaw Avenue  - Toronto , ON",M4K 1P8,$2195
Toronto,condo,1,1,700,"125 Western Battery Road  - Toronto , ON",M6K 3R9,$2450
East York,basement,1,2,1500,"301 Gowan Avenue  - East York , ON",M4K 3W2,$1750
Toronto,condo,2,4,700,"30 Shore Breeze Drive  - Toronto , ON",M8V 1A2,$4000
Toronto,house,4,1,1029,"62 Hambly Avenue  - Toronto , ON",M4E 1C9,$6300
Toronto,condo,1,1,600,"7 Grenville Street  - Toronto , ON",M5S 3M4,$2475
Toronto,apartment,1,1,626,"1 Cosburn Avenue  - Toronto , ON",M4K 3W2,$1800
Toronto,condo,1,1,950,"225 Sackville Street  - Toronto , ON",M5A 2B7,$2550
Toronto,condo,1,2,620,"525 Adelaide Street West  - Toronto , ON",M5V 0N8,$4000
Toronto,private-room,3,1,445,"298 Jarvis Street  - Toronto , ON",M5B 1M1,$1500
Toronto,apartment,1,1,530,"330 Brock Avenue  - Toronto , ON",M6K 1V0,$2500
Toronto,basement,1,1,600,"685 Euclid Avenue  - Toronto , ON",M6G 1K8,$2900
Toronto,apartment,2,1,570,"1809 Danforth Avenue  - Toronto , ON",M4C 1J4,$2795
Toronto,condo,1,1,1267,"15 Lower Jarvis Street  - Toronto , ON",M5E 0C4,$2450
Toronto,private-room,1,1,829,"1097 Victoria Park Avenue  - Toronto , ON",M1L 1T4,$1380
Toronto,apartment,1,1,500,"1503 Danforth Avenue  - Toronto , ON",M4C 1J4,$2995
Toronto,condo,1,1,920,"600 Fleet Street  - Toronto , ON",M5V 1B7,$2435
Toronto,apartment,1,1,600,"646 Broadview Avenue  - Toronto , ON",M4K 2P1,$2695
Toronto,condo,1,1,393,"33 Harbour Square  - Toronto , ON",M5J 1A6,$2750
Toronto,apartment,2,1,650,"49 Fulton Avenue  - Toronto , ON",M4K 2R6,$3195
Toronto,condo,1.5,1,550,"11 Brunel Court  - Toronto , ON",M5V 3Y7,$2900
Toronto,condo,1,1.5,650,"81 Wellesley Street East  - Toronto , ON",M4Y 1H2,$2400
Toronto,condo,1,1.5,550,"105 Victoria Street  - Toronto , ON",M5C 2T6,$2200
Toronto,apartment,1.5,2,700,"23 Cannon Road  - Toronto , ON",M8Y 1R8,$2500
Toronto,house,2,3,250,"22 Burnfield Avenue  - Toronto , ON",M6G 3N1,$3600
Toronto,house,2,1,530,"124 Kendal Avenue  - Toronto , ON",M5R 2X3,$4700
Toronto,town-house,3,1,450,"60 Saint David Street  - Toronto , ON",Postal code not found,$4700
Toronto,house,3,2,70,"26 Squires Avenue  - Toronto , ON",M4B 1E3,$3300
Toronto,condo,1,2,650,"25 Cole Street  - Toronto , ON",M5A 2Z7,$2900
Toronto,house,2,1.5,700,"20 Roosevelt Road  - Toronto , ON",M4J 1Y3,$1800
Toronto,private-room,4,1,907,"101 Lawton Boulevard  - Toronto , ON",M4T 2S9,$1035
Toronto,apartment,1.5,1,750,"900 Manning Avenue  - Toronto , ON",M6G 1Z4,$4200
Toronto,condo,2,1,1400,"70 Temperance Street  - Toronto , ON",M5H 4B2,$2790
Toronto,apartment,2,3,90,"22 Wallace Avenue  - Toronto , ON",M6H 1V4,$2850
East York,multi-unit,0,1,860,"Glenbrae Avenue  - East York , ON",M4G 3R4,$1690
